Name,Size,Type,Tag,Alignment,CR,[PH],Spellcaster,Legendary,Lair,Unique,Familiar,Template,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other Plane,Source,Page
Elophar,Large,Undead,,Chaotic Evil,4,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,149
Exploding Toad,Tiny,Monstrosity,,Chaotic Evil,1/4,,,,,,,,,,,,,,,x,,,,,Creature Codex,150
Far Wanderer,Medium,Aberration,,Neutral,3,,,,,,,,,,,,,,,,,,,x,Creature Codex,151
Fear Liath,Large,Undead,,Neutral Evil,2,,,,,,,,,,,,,,x,,,,,,Creature Codex,152
Berchta,Medium,Fey,Shapechanger,Lawful Neutral,16,,x,x,x,x,,,,,,x,x,,,,,,x,,Creature Codex,153
Reynard,Medium,Fey,Shapechanger,Chaotic Neutral,12,,,x,x,x,,,,,,x,,,,,,,,,Creature Codex,155
Fierstjerren,Medium,Undead,,Neutral Evil,5,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,157
Flame Eater Swarm,Medium,Beast,Swarm,Unaligned,2,,,,,,,,,,,,,,,,x,,,,Creature Codex,158
Flame-Scourged Scion,Huge,Aberration,,Chaotic Evil,9,,,,,,,,,,,x,,x,,,,,,,Creature Codex,159
Flesh Reaver,Medium,Undead,,Neutral Evil,1/2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,160
Fleshpod Hornet,Large,Beast,,Unaligned,6,,,,,,,,,,,x,,,,,,,,,Creature Codex,161
Flying Polyp,Huge,Aberration,,Chaotic Evil,11,,x,,,,,,,,,,,,,,,,,x,Creature Codex,162
Foxin,Small,Fey,,Neutral,1/2,,,,,,,,,,,x,x,,,,,,x,,Creature Codex,163
Fragrite,Medium,Elemental,Shapechanger,Chaotic Neutral,6,,,,,,,,,,x,,,x,,,,,,,Creature Codex,164
Fulminar,Large,Elemental,,Neutral,9,,,,,,,,,,,,x,x,x,,,,,,Creature Codex,165
Wirbeln Fungi,Small,Plant,,Lawful Neutral,1,,,,,,,,,,,x,,,,x,x,,,,Creature Codex,166
Gargoctopus,Large,Monstrosity,,Neutral,5,,,,,,,,,x,,,,,,,,x,,,Creature Codex,167
Ghast of Leng,Large,Aberration,,Neutral Evil,3,,,,,,,,,,,,,,,,,,,x,Creature Codex,168
Elder Ghost Boar,Huge,Monstrosity,,Unaligned,6,,,,,,,,,,,,x,,,,,,,,Creature Codex,169
Ghost Boar,Large,Monstrosity,,Unaligned,3,,,,,,,,,,,,x,,,,,,,,Creature Codex,169
Ghost Dragon,Large,Undead,,Any,11,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,170
Ghost Dwarf,Medium,Undead,,Neutral Evil,6,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,171
Darakhul High Priestess,Medium,Undead,,Neutral Evil,9,,x,,,,,,,,,,,,,,x,,,,Creature Codex,172
Darakhul Shadowmancer,Medium,Undead,,Neutral Evil,4,,x,,,,,,,,,,,,,,x,,,,Creature Codex,173
Necrophage Ghast,Medium,Undead,,Chaotic Evil,4,,x,,,,,,,,,,,,,,x,,x,,Creature Codex,175
Tar Ghoul,Medium,Undead,,Neutral Evil,4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,176
Ghoulsteed,Large,Undead,,Neutral Evil,3,,,,,,,,,,,,,,,,x,,,,Creature Codex,177
Giant Moth,Small,Beast,,Unaligned,1/8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,178
Giant Rimewing Moth,Small,Beast,,Unaligned,1/4,,,,,,,,x,,,x,,,,,,,,,Creature Codex,178
Giant Shockwing Moth,Small,Beast,,Unaligned,1,,,,,,,,,,,x,x,,,,,,,,Creature Codex,179
Giant Sootwing Moth,Small,Beast,,Unaligned,1/4,,,,,,,,,,,,x,,x,,,,,,Creature Codex,179
Blood Giant,Huge,Giant,,Lawful Neutral,8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,180
Cacus Giant,Huge,Giant,,Chaotic Evil,6,,,,,,,,,,,,,,x,,,,,,Creature Codex,181
Cave Giant,Huge,Giant,,Chaotic Evil,10,,,,,,,,,,,,,,,,x,,,,Creature Codex,182
Haunted Giant,Huge,Giant,,Chaotic Neutral,6,,,,,,,,,,,,,x,x,,,,,,Creature Codex,183
Laestrigonian Giant,Large,Giant,,Chaotic Evil,4,,,,,,,,,x,,,,,,,,,,,Creature Codex,184
Mountain Giant,Gargantuan,Giant,,Neutral Evil,21,,,x,x,,,,,,,,,,x,,,,,,Creature Codex,185
Void Giant,Huge,Giant,,Chaotic Neutral,11,,x,,,,,,,,,,,,x,,,,,x,Creature Codex,187
Gloom Flower,Tiny,Plant,,Unaligned,3,,,,,,,,,,,,,,,,,,,x,Creature Codex,188
Gnoll Slaver,Medium,Humanoid,Gnoll,Chaotic Evil,3,,,,,,,,,,,,x,,,,,,x,,Creature Codex,189
Chaos-Spawn Goblin,Small,Humanoid,Goblin,Neutral Evil,1/2,,,,,,,,,,,,,x,,,,,,,Creature Codex,190
Shadow Goblin,Small,Humanoid,Goblin,Neutral Evil,1/2,,,,,,,,,,,,,,,,x,,,,Creature Codex,191
Alchemical Golem,Large,Construct,,Unaligned,9,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,192
Altar Flame Golem,Large,Construct,,Neutral,10,,,,,,,,,,,,,,,,,,x,,Creature Codex,193
Armory Golem,Large,Construct,,Unaligned,7,,,,,,,,,,,,,,,,,,x,,Creature Codex,194
Bone Golem,Medium,Construct,,Unaligned,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,195
Bronze Golem,Large,Construct,,Unaligned,3,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,196
Doom Golem,Large,Construct,,Unaligned,10,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,197
Fractal Golem,Large,Construct,,Unaligned,8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,198
Keg Golem,Medium,Construct,,Unaligned,3,,,,,,,,,,,,,,x,,x,,x,,Creature Codex,199
Glass Golem,Small,Construct,,Unaligned,2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,200
Hair Golem,Small,Construct,,Unaligned,1/4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,200
Mud Golem,Small,Construct,,Unaligned,1,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,201
Wood Golem,Medium,Construct,,Unaligned,3,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,201
Lotus Golem,Large,Construct,,Unaligned,9,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,202
Manastorm Golem,Medium,Construct,,Unaligned,8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,203
Paper Golem,Tiny,Construct,,Unaligned,1/4,,,,,,,,,,,,,,,,,,x,,Creature Codex,204
Paper Golem Swarm,Medium,Construct,Swarm,Unaligned,3,,,,,,,,,,,,,,,,,,x,,Creature Codex,204
War Machine Golem,Gargantuan,Construct,,Unaligned,18,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,205
Goliath Longlegs,Gargantuan,Monstrosity,,Unaligned,7,,,,,,,,,,,x,,,,,,,,,Creature Codex,206
Goreling,Small,Undead,,Unaligned,1/4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,207
Grave Behemoth,Huge,Undead,,Neutral Evil,10,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,208
Green Knight of the Woods,Medium,Fey,,Lawful Neutral,6,,,,,,,,,,,x,,,,,,,,,Creature Codex,209
Grindylow,Medium,Aberration,,Chaotic Evil,1,,,,,,,,,,,,,,,,,x,,,Creature Codex,210
Gugalanna,Huge,Celestial,,Chaotic Good,21,,,x,,,,,,,,,,,,,,,,x,Creature Codex,211
Gulon,Large,Monstrosity,,Unaligned,6,,,,,,,,,,,x,,,,,,,,,Creature Codex,212
Gumienniki,Small,Fiend,Shapechanger,Neutral Evil,1,,,,,,,,,,,,,,,,,,,x,Creature Codex,213
Snow Hag,Medium,Fey,,Neutral Evil,3,,x,,,,,,x,,,,,,,,,,,,Creature Codex,214
Herald of Fire,Large,Dragon,,Lawful Evil,12,,,x,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,215
Herald of the Great Wyrm,Large,Dragon,,Lawful Neutral,15,,,x,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,217
Herald of Undeath,Large,Undead,,Lawful Evil,11,,,,,,,,,,,,x,,,,,,x,,Creature Codex,219
Horned Serpent,Large,Monstrosity,,Unaligned,12,,,,,,,,,,,x,x,,,x,,,,,Creature Codex,220
Hound of Tindalos,Medium,Aberration,,Neutral Evil,8,,,,,,,,,,,,,,,,,,,x,Creature Codex,221
Gaki,Medium,Undead,,Chaotic Evil,8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,222
Preta,Medium,Undead,,Neutral Evil,3,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,223
Ichneumon,Large,Monstrosity,,Unaligned,11,,,,,,,,,,,,,x,x,,x,,,,Creature Codex,224
Ijiraq,Medium,Fey,,Chaotic Neutral,7,,,,,,,,,,,,,x,,,,,,,Creature Codex,225
Incinis,Large,Elemental,,Neutral Evil,10,,,,,,,,,,,,,,x,,,,,,Creature Codex,226
Inkling,Tiny,Construct,,Unaligned,1/4,,x,,,,,,,,,,,,,,,,x,,Creature Codex,227
Iron Sphere,Small,Construct,,Unaligned,5,,,,,,,,,,,,,,,,,,x,,Creature Codex,228
Jaanavar Jal,Huge,Monstrosity,,Unaligned,7,,,,,,,,,,,x,,,,,,,,,Creature Codex,229
Jiangshi,Medium,Undead,,Chaotic Evil,6,,,,,,,,,,,,x,,,,,,x,,Creature Codex,230
Jinmenju,Huge,Plant,,Chaotic Neutral,9,,,x,x,,,,,,,x,,,,,,,,,Creature Codex,231
Kallikantzaros,Small,Fey,,Chaotic Evil,2,,,,,,,,,,,,,,,,x,,,,Creature Codex,233
Kappa,Small,Fey,,Chaotic Neutral or Chaotic Evil,2,,,,,,,,,,,x,,,,x,,x,,,Creature Codex,234
Karakura,Medium,Fiend,Shapechanger,Neutral Evil,5,,,,,,,,,,,,,,,,,,,x,Creature Codex,235
Kitsune,Small,Fey,Shapechanger,Chaotic Neutral,2,,x,,,,,,,,,,x,,,,,,x,,Creature Codex,236
Elite Kobold,Small,Humanoid,Kobold,Lawful Neutral,1,,,,,,,,,,,,,,,,x,,x,,Creature Codex,237
Junk Shaman,Small,Humanoid,Kobold,Lawful Neutral,2,,,,,,,,,,,,,,,,x,,x,,Creature Codex,238
King Kobold,Small,Humanoid,Kobold,Lawful Neutral,6,,x,,,,,,,,,,,,,,x,,x,,Creature Codex,239
Swolbold,Medium,Humanoid,Kobold,Chaotic Neutral,3,,,,,,,,,,,,,,,,x,,x,,Creature Codex,240
Wizard Kobold,Small,Humanoid,Kobold,Lawful Neutral,5,,x,,,,,,,,,,,,,,x,,x,,Creature Codex,241
Korrigan,Small,Fey,,Chaotic Neutral,3,,x,,,,,,,,,x,,,,,,,,,Creature Codex,242
Kryt,Medium,Humanoid,Kryt,NeutralEvil,5,,,,,,,,,,,x,,x,x,,,,,,Creature Codex,243
Kulmking,Large,Undead,,Chaotic Evil,9,,,,,,,,,,,x,x,,,,,,,,Creature Codex,244
Kuunganisha,Small,Fiend,,Any Evil,2,,,,,,v,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,245
Lady in White,Medium,Undead,,Any,2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,246
Lamassu,Large,Celestial,,Lawful Good,10,,x,x,,,,,,,x,,,x,,,,,,,Creature Codex,247
Serpentine Lamia,Medium,Monstrosity,,Neutral Evil,1,,,,,,,,,,,x,,,x,,,,x,,Creature Codex,248
Matriarch Serpentine Lamia,Large,Monstrosity,,Neutral Evil,5,,x,,,,,,,,,x,,,x,,,,x,,Creature Codex,249
Leonino,Tiny,Beast,,Unaligned,1/8,,,,,,v,,,x,,x,,,,,,,x,,Creature Codex,250
Hierophant Lich,Medium,Undead,,Any Evil,9,,x,x,x,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,252
Pact Lich,Medium,Undead,,Any Evil,15,,x,x,x,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,254
Living Shade,Medium,Fey,,Neutral,1/4,,,,,,v,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,255
Living Star,Huge,Celestial,,Any,19,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,256
Lou Carcolh,Medium,Monstrosity,,Unaligned,2,,,,,,,,,,,,,,,x,,,,,Creature Codex,257
Werebat,Medium,Humanoid,"Human, Shapechanger",Lawful Evil,3,,,,,,,,,,,,,,,,,,x,,Creature Codex,258
Werehyena,Medium,Humanoid,"Gnoll, Shapechanger",Chaotic Evil,3,,,,,,,,,,,,x,,,,,,x,,Creature Codex,259
Mandrake,Tiny,Plant,,Unaligned,1/2,,,,,,,,,,,,,,,,,,x,,Creature Codex,260
"Mandrake, Great",Tiny,Plant,,Unaligned,1,,,,,,,,,,,,,,,,,,x,,Creature Codex,260
Ancient Mandriano,Huge,Plant,,Lawful Evil,8,,,,,,,,,,,x,,x,,,,,,,Creature Codex,261
Mandriano,Large,Plant,,Lawful Evil,5,,,,,,,,,,,x,,x,,,,,,,Creature Codex,261
Mantik,Huge,Monstrosity,,Lawful Evil,9,,,x,,x,,,,,,,,x,,,,,,,Creature Codex,262
Mantik's Barbed,Small,Humanoid,Kobold,Lawful Evil,1,,,,,,,,,,,,,x,,,,,,,Creature Codex,263
Master of Demon Mountain,Medium,Humanoid,Tiefling,Lawful Evil,17,,x,x,,x,,,,,,,,,x,,,,,,Creature Codex,264
Megapede,Large,Monstrosity,,Unaligned,3,,,,,,,,,,,,,,x,,x,,,,Creature Codex,266
Labyrinth Keeper,Large,Monstrosity,,Chaotic Evil,5,,x,,,,,,,,,,,,,,x,,,,Creature Codex,267
Moon Priestess,Large,Monstrosity,,Chaotic Evil,7,,x,,,,,,,,,,,,,,x,,,,Creature Codex,267
Lost Minotaur,Large,Undead,,Neutral Evil,8,,,,,,,,,,,,,,,,x,,,,Creature Codex,268
Moon Nymph,Medium,Aberration,,Chaotic Neural,8,,,,,,,,,,,,x,,,,,,x,,Creature Codex,269
Morko,Small,Fey,,Chaotic Evil,1/4,,,,,,,,,,,,x,,,,,,,,Creature Codex,270
Mytholabe,Large,Construct,,Unaligned,9,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,271
Nachzehrer,Medium,Undead,,Chaotic Evil,8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,272
Moonchild Naga,Large,Monstrosity,,Neutral Evil,6,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,273
Nalusa Falaya,Medium,Aberration,,Neutral Evil,1/2,,,,,,,,,,,,x,,,,,,x,,Creature Codex,274
Necrotic Tick,Tiny,Beast,,Unaligned,1/4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,275
Nian,Large,Monstrosity,,Chaotic Neutral,4,,,,,,,,,,,,,,x,,,,,,Creature Codex,276
Nightgaunt,Large,Aberration,,Lawful Evil,10,,,,,,,,,,,,,,,,,,,x,Creature Codex,277
Ningyo,Small,Aberration,,Neutral Evil,7,,,,,,,,,,,,,,,,,x,,,Creature Codex,278
Tusked Crimson Ogre,Large,Giant,,Chaotic Evil,5,,,,,,,,,,,,x,x,,,,,,,Creature Codex,279
Oliphaunt,Gargantuan,Beast,,Unaligned,8,,,,,,,,x,,,,x,,,,,,,,Creature Codex,280
Alchemical Apprentice,Small,Ooze,,Unaligned,1,,,,,,,,,,,,,,,,,,x,,Creature Codex,281
Blood Ooze,Large,Ooze,,Unaligned,6,,,,,,,,,,,,,,,,x,,x,,Creature Codex,282
Foxfire Ooze,Large,Ooze,,Unaligned,10,,,,,,,,,,,x,x,,,x,,,,,Creature Codex,283
Giant Shark Bowl,Huge,Ooze,,Unaligned,8,,,,,,,,,,,,,,,,x,,x,,Creature Codex,284
Ink Guardian,Large,Ooze,,Unaligned,4,,,,,,,,,,,,,,,,,,x,,Creature Codex,285
Ruby Ooze,Medium,Ooze,,Unaligned,6,,,,,,,,,,,,,,,,x,,,,Creature Codex,286
Shadow Ooze,Medium,Ooze,,Unaligned,3,,,,,,,,,,,,,,,,,,x,,Creature Codex,287
Suppurating Ooze,Medium,Ooze,,Unaligned,1,,,,,,,,,,,,,,,,x,,x,,Creature Codex,288
Black Sun orc,Medium,Humanoid,Orc,Chaotic Evil,2,,,,,,,,,,,,,,x,,x,,,,Creature Codex,289
Black Sun Priestess,Medium,Humanoid,Orc,Chaotic Evil,3,,x,,,,,,,,,,,,x,,x,,,,Creature Codex,290
Green Abyss Orc,Medium,Humanoid,Orc,Chaotic Evil,1/2,,,,,,,,,,,x,,,,,,,,,Creature Codex,291
Orthrus,Medium,Monstrosity,,Lawful Neutral,3,,,,,,,,,,,,,,,,,,x,,Creature Codex,292
Ouroboros,Huge,Dragon,,Neutral,6,,,x,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,293
Pech,Small,Elemental,,Neutral Good,2,,,,,,,,,,,,,,x,,x,,,,Creature Codex,294
Pech Lithlord,Small,Elemental,,Neutral Good,7,,x,,,,,,,,,,,,x,,x,,,,Creature Codex,295
Pech Stonemaster,Small,Elemental,,Neutral Good,4,,x,,,,,,,,,,,,x,,x,,,,Creature Codex,295
Phantom,Medium,Undead,,Any,1,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,296
Philosopher's Ghost,Medium,Ooze,,Unaligned,4,,,,,,,,,,,,,,,,,,x,,Creature Codex,297
Piasa,Large,Dragon,,Unaligned,6,,,,,,,,,,,x,,,,,,,,,Creature Codex,298
Pillar of the Lost Magocracy,Huge,Construct,,Chaotic Neutral,4,,,,,,,,,,,,,x,,,,,,,Creature Codex,299
Pixiu,Large,Monstrosity,,Unaligned,6,,,,,,,,,,,,,,x,,x,,,,Creature Codex,300
Alabaster Tree,Huge,Celestial,,Neutral Good,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,302
Devil Bough,Huge,Fiend,,Neutral Evil,6,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,302
Ecstatic Bloom,Huge,Celestial,,Neutral Good,11,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,303
Execrable Shrub,Medium,Fiend,,Neutral Evil,1/2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,305
Hallowed Reed,Medium,Celestial,,Neutral Good,1/2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,305
Thorned Sulfurlord,Huge,Fiend,,Chaotic Evil,11,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,306
Purple Slime,Large,Ooze,,Unaligned,3,,,,,,,,,x,,,,,,x,,,,,Creature Codex,307
Quickstep,Small,Fey,,Neutral Evil,5,,,,,,,,,,,x,,,,,,,x,,Creature Codex,308
Quiet Soul,Medium,Undead,,Neutral Evil,6,,,,,,,,x,,,,,,,,x,,,,Creature Codex,309
Rageipede,Small,Beast,,Unaligned,2,,,,,,,,,,,x,,,,,,,,,Creature Codex,310
Greater Rakshasa,Medium,Fiend,,Lawful Evil,15,,x,x,x,,,,,,,,,,,,,,x,,Creature Codex,311
Ramag Portal Master,Medium,Humanoid,Ramag,Neutral,5,,x,,,,,,,,,,,,,,,,x,,Creature Codex,313
Ratatosk Warlord,Small,Celestial,,Chaotic Neutral,5,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,314
Ratfolk Mercenary,Small,Humanoid,Ratfolk,Neutral,2,,,,,,,,,,,,,,,,x,,x,,Creature Codex,316
Ratfolk Warlock,Small,Humanoid,Ratfolk,Any,1,,x,,,,,,,,,,,,,,x,,x,,Creature Codex,316
Razorleaf,Medium,Plant,,Neutral Evil,5,,,,,,,,,,,x,,,,,,,,,Creature Codex,317
Ring Servant,Large,Construct,,Neutral,8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,318
Roachling Scout,Small,Humanoid,Roachling,Chaotic Neutral,2,,,,,,,,,,,,,,,,x,,x,,Creature Codex,319
Roggenwolf,Medium,Monstrosity,,Neutral Evil,2,,,,,,,,,,,,x,,,,,,,,Creature Codex,320
Scitalis,Large,Monstrosity,,Unaligned,2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,321
Greater Scrag,Large,Monstrosity,,Chaotic Evil,7,,,,,,,,,x,,,,,,x,,x,,,Creature Codex,322
Lesser Scrag,Medium,Monstrosity,,Chaotic Evil,2,,,,,,,,,x,,,,,,x,,x,,,Creature Codex,322
Sentinel in Darkness,Large,Construct,,Unaligned,7,,,,,,,,,,,,,,,,x,,x,,Creature Codex,323
Serpentfolk of Yig,Medium,Humanoid,,Neutral Evil,1,,x,,,,,,,,,,,,,,,,x,,Creature Codex,324
Servant of Yig,Medium,Aberration,,Neutral Evil,4,,x,,,,,,,,,,,,,,,,x,,Creature Codex,325
Shadow Blight,Small,Plant,,Neutral Evil,1,,,,,,,,x,,,x,,,,,,,,,Creature Codex,326
Shadow River Lord,Medium,Undead,,Neutral Evil,9,,,,,,,,,,,x,,,,,,x,,,Creature Codex,327
Shantak,Large,Monstrosity,,Lawful Evil,5,,,,,,,,,,,,,,,,,,,x,Creature Codex,328
Shard Swarm,Medium,Construct,Swarm,Unaligned,1/2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,329
Shoreline Scrapper,Large,Beast,,Unaligned,4,,,,,,,,,x,,,,,,,,x,,,Creature Codex,330
Avatar of Shoth,Gargantuan,Aberration,Shoth,Lawful Neutral,21,,x,x,x,x,,,,,,,,,,,,,,x,Creature Codex,331
Droth,Huge,Aberration,Shoth,Lawful Neutral,12,,,,,,,,,,,,,,,,,,,x,Creature Codex,333
Oth,Large,Aberration,Shoth,Lawful Neutral,5,,x,,,,,,,,,,,,,,,,x,,Creature Codex,334
Sooze,Medium,Aberration,Shoth,Lawful Neutral,1/2,,,,,,,,,,,,,,,,,,x,,Creature Codex,334
Sigilian,Medium,Construct,,Unaligned,2,,,,,,,,,,,,,,,,,,x,,Creature Codex,335
Kapi,Medium,Humanoid,Simian,Chaotic Good,1/2,,,,,,,,,,,x,,,,,,,,,Creature Codex,336
Monkey King,Medium,Celestial,,Chaotic Good,21,,,x,,,,,,,,x,x,,,,,,x,,Creature Codex,337
Vanara,Medium,Humanoid,Simian,Neutral Good,2,,,,,,,,,,,x,,,,,,,,,Creature Codex,338
Simurg,Gargantuan,Celestial,,Neutral Good,5,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,339
Clacking Skeleton,Medium,Undead,,Neutral Evil,2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,340
Monarch Skeleton,Medium,Undead,,Neutral Evil,9,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,341
Shadow Skeleton,Medium,Undead,,Neutral Evil,2,,,,,,,,,,,x,,,,,,x,x,,Creature Codex,342
Skull Lantern,Tiny,Undead,,Unaligned,1/4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,343
Sleipnir,Large,Monstrosity,,Neutral Good,5,,,,,,,,x,,,,x,x,,,,,,,Creature Codex,344
Giant Sloth,Large,Beast,,Unaligned,7,,,,,,,,,,,,x,x,,,,,,,Creature Codex,345
Snow Cat,Medium,Beast,,Unaligned,1/4,,,,,,,,x,,,x,,,,,,,,,Creature Codex,346
Spawn of Chernobog,Large,Fiend,,Chaotic Evil,4,,,,,,,,x,,,,,,,,x,,,,Creature Codex,347
Crypt Spider,Medium,Beast,,Lawful Evil,2,,,,,,,,,,,,,,,,x,,x,,Creature Codex,348
Spirit Lamp,Medium,Undead,,Chaotic Evil,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,349
Storm Spirit,Medium,Elemental,,Neutral,1/2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,350
Sunset Raptor,Medium,Monstrosity,,Unaligned,1,,,,,,,,,,,x,x,,,,,,,,Creature Codex,351
Terror Bird,Large,Beast,,Unaligned,2,,,,,,,,,,,x,,,,,,,,,Creature Codex,352
Thread-Bound Constrictor Snake,Huge,Construct,,Unaligned,3,,,,,,,x,,,,,,,,,,,x,,Creature Codex,353
Three-Headed Cobra,Large,Monstrosity,,Unaligned,5,,,,,,,,,,x,,x,,,,,,,,Creature Codex,354
Tosculi Jeweled Drone,Small,Humanoid,Tosculi,Lawful Evil,4,,,,,,,,,,x,x,x,,,,,,,,Creature Codex,355
Desert Troll,Large,Giant,,Chaotic Evil,6,,,,,,,,,,x,,,,,,,,,,Creature Codex,356
Trollkin Grunt,Medium,Humanoid,Trollkin,Neutral,2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,357
Trollkin Shaman,Medium,Humanoid,Trollkin,Neutral,4,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,357
Tulpa,Medium,Undead,,Neutral Evil,4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,358
Tveirherjar,Medium,Undead,,Lawful Evil,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,359
Two-Headed Eagle,Huge,Monstrosity,,Unaligned,7,,,,,,,,,x,,,,x,x,,,,,,Creature Codex,360
Undead Phoenix,Huge,Undead,,Chaotic Evil,12,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,361
Undine,Medium,Fey,Shapechanger,Chaotic Neutral,5,,x,,,,,,,x,,,,,,,,x,,,Creature Codex,362
Unhatched,Small,Undead,,Chaotic Evil,4,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,363
Ursa Polaris,Large,Monstrosity,,Neutral Evil,7,,,,,,,,x,,,,,,,,,,,,Creature Codex,364
Vampire Patrician,Medium,Undead,,Lawful Evil,10,,,,,,,,,,,,,,,,,,x,,Creature Codex,365
Vampire Priestess,Medium,Undead,,Lawful Evil,8,,x,,,,,,,,,,,,,,,,x,,Creature Codex,367
Vampire Thrall,Medium,Humanoid,Any Race,Any Non-Good,2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,368
Vampiric Knight,Medium,Undead,,Neutral Evil,11,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Creature Codex,369
Venom Maw Hydra,Huge,Monstrosity,,Unaligned,12,,,x,,,,,,,,,,,,x,,,,,Creature Codex,370
Vines of Nemthyr,Large,Plant,,Neutral Evil,8,,,,,,,,,,,x,x,x,,,,,,,Creature Codex,371
Warlock's Trumpetbloom,Large,Plant,,Neutral Evil,7,,,,,,,,,,,x,,,,,,,,,Creature Codex,372
Water Horse,Medium,Fey,Shapechanger,Neutral Evil,4,,,,,,,,,x,,,,,,,,x,,,Creature Codex,373
Albino Death Weasel,Large,Beast,,Unaligned,1,,,,,,,,,,,x,x,,,,,,,,Creature Codex,374
Wind Weasel,Medium,Fey,Shapechanger,Chaotic Neutral,2,,,,,,,,,,,x,,,,,,,,,Creature Codex,375
